sample_index,time_s,packet_index,packet_sequence,sequence_gap_before,packet_tick_ms,packet_flags,stm32_dropped_packets,ch1_raw,ch2_raw,ch3_raw,ch4_raw,ch5_raw,ch6_raw
5432,54.320000000,21,103,0,263426,half,0,0,1,5,5,2318,4
5433,54.330000000,21,103,0,263426,half,0,5,7,0,2,2500,11
5434,54.340000000,21,103,0,263426,half,0,0,0,6,0,2320,0
5435,54.350000000,21,103,0,263426,half,0,0,0,5,8,2499,0
5436,54.360000000,21,103,0,263426,half,0,2,0,0,8,2315,5
5437,54.370000000,21,103,0,263426,half,0,0,2,4,2,2491,0
5438,54.380000000,21,103,0,263426,half,0,1,0,0,5,2312,13
5439,54.390000000,21,103,0,263426,half,0,0,0,6,0,2516,0
5440,54.400000000,21,103,0,263426,half,0,1,1,0,1,2299,2
5441,54.410000000,21,103,0,263426,half,0,0,0,2,3,2520,5
5442,54.420000000,21,103,0,263426,half,0,0,5,6,10,2308,2
5443,54.430000000,21,103,0,263426,half,0,0,1,4,8,2522,1
5444,54.440000000,21,103,0,263426,half,0,1,0,0,1,2294,2
5445,54.450000000,21,103,0,263426,half,0,0,1,5,6,2522,4
5446,54.460000000,21,103,0,263426,half,0,0,0,6,7,2322,0
5447,54.470000000,21,103,0,263426,half,0,0,1,5,8,2546,1
5448,54.480000000,21,103,0,263426,half,0,5,13,3,4,2320,4
5449,54.490000000,21,103,0,263426,half,0,0,0,4,1,2550,3
5450,54.500000000,21,103,0,263426,half,0,0,0,4,0,2312,0
5451,54.510000000,21,103,0,263426,half,0,2,0,2,5,2511,7
5452,54.520000000,21,103,0,263426,half,0,0,0,5,1,2306,1
5453,54.530000000,21,103,0,263426,half,0,0,0,3,7,2531,4
5454,54.540000000,21,103,0,263426,half,0,0,0,9,0,2301,1
5455,54.550000000,21,103,0,263426,half,0,0,1,4,5,2502,4
5456,54.560000000,21,103,0,263426,half,0,0,2,5,2,2302,0
5457,54.570000000,21,103,0,263426,half,0,0,0,7,6,2514,3
5458,54.580000000,21,103,0,263426,half,0,4,0,3,1,2247,8
5459,54.590000000,21,103,0,263426,half,0,0,0,4,12,2532,2
5460,54.600000000,21,103,0,263426,half,0,0,0,4,0,2272,1
5461,54.610000000,21,103,0,263426,half,0,1,0,1,2,2514,4
5462,54.620000000,21,103,0,263426,half,0,0,0,4,0,2294,0
5463,54.630000000,21,103,0,263426,half,0,2,0,1,8,2515,2
5464,54.640000000,21,103,0,263426,half,0,0,0,4,5,2302,0
5465,54.650000000,21,103,0,263426,half,0,2,0,0,3,2533,4
5466,54.660000000,21,103,0,263426,half,0,0,0,0,6,2319,9
5467,54.670000000,21,103,0,263426,half,0,0,1,4,0,2527,2
5468,54.680000000,21,103,0,263426,half,0,1,0,2,8,2329,11
5469,54.690000000,21,103,0,263426,half,0,0,1,1,7,2471,4
5470,54.700000000,21,103,0,263426,half,0,0,0,4,0,2320,1
5471,54.710000000,21,103,0,263426,half,0,0,1,2,7,2483,17
5472,54.720000000,21,103,0,263426,half,0,0,1,4,0,2334,0
5473,54.730000000,21,103,0,263426,half,0,5,0,2,2,2485,13
5474,54.740000000,21,103,0,263426,half,0,0,1,2,9,2332,0
5475,54.750000000,21,103,0,263426,half,0,0,0,4,9,2484,2
5476,54.760000000,21,103,0,263426,half,0,0,0,1,2,2326,0
5477,54.770000000,21,103,0,263426,half,0,0,1,4,0,2478,0
5478,54.780000000,21,103,0,263426,half,0,0,0,5,4,2328,2
5479,54.790000000,21,103,0,263426,half,0,2,0,11,10,2456,0
5480,54.800000000,21,103,0,263426,half,0,0,1,4,6,2358,1
5481,54.810000000,21,103,0,263426,half,0,2,0,4,0,2460,0
5482,54.820000000,21,103,0,263426,half,0,0,0,5,5,2358,3
5483,54.830000000,21,103,0,263426,half,0,7,3,2,0,2445,8
5484,54.840000000,21,103,0,263426,half,0,0,0,6,0,2346,1
5485,54.850000000,21,103,0,263426,half,0,0,0,4,0,2456,1
5486,54.860000000,21,103,0,263426,half,0,0,0,1,6,2327,12
5487,54.870000000,21,103,0,263426,half,0,0,0,7,11,2474,0
5488,54.880000000,21,103,0,263426,half,0,0,0,0,6,2311,12
5489,54.890000000,21,103,0,263426,half,0,1,0,5,8,2485,0
5490,54.900000000,21,103,0,263426,half,0,3,0,0,1,2306,2
5491,54.910000000,21,103,0,263426,half,0,4,0,2,4,2484,4
5492,54.920000000,21,103,0,263426,half,0,0,0,1,4,2328,0
5493,54.930000000,21,103,0,263426,half,0,1,0,0,5,2459,13
5494,54.940000000,21,103,0,263426,half,0,0,0,5,0,2342,0
5495,54.950000000,21,103,0,263426,half,0,0,0,2,6,2441,0
5496,54.960000000,21,103,0,263426,half,0,1,0,0,5,2374,0
5497,54.970000000,21,103,0,263426,half,0,0,1,4,0,2410,0
5498,54.980000000,21,103,0,263426,half,0,3,0,0,2,2379,14
5499,54.990000000,21,103,0,263426,half,0,0,2,5,12,2410,2
5500,55.000000000,21,103,0,263426,half,0,0,0,3,7,2424,1
5501,55.010000000,21,103,0,263426,half,0,0,0,0,5,2379,16
5502,55.020000000,21,103,0,263426,half,0,0,3,5,0,2428,1
5503,55.030000000,21,103,0,263426,half,0,0,0,3,6,2388,3
5504,55.040000000,21,103,0,263426,half,0,3,0,0,0,2410,2
5505,55.050000000,21,103,0,263426,half,0,0,0,13,8,2396,1
5506,55.060000000,21,103,0,263426,half,0,0,1,1,0,2440,0
5507,55.070000000,21,103,0,263426,half,0,0,0,4,6,2394,4
5508,55.080000000,21,103,0,263426,half,0,4,2,0,3,2422,7
5509,55.090000000,21,103,0,263426,half,0,0,1,4,5,2384,6
5510,55.100000000,21,103,0,263426,half,0,0,0,2,1,2429,0
5511,55.110000000,21,103,0,263426,half,0,2,1,0,6,2391,8
5512,55.120000000,21,103,0,263426,half,0,1,0,4,12,2452,0
5513,55.130000000,21,103,0,263426,half,0,0,0,0,5,2371,6
5514,55.140000000,21,103,0,263426,half,0,0,0,4,0,2442,1
5515,55.150000000,21,103,0,263426,half,0,4,0,0,1,2362,2
5516,55.160000000,21,103,0,263426,half,0,1,0,1,5,2451,0
5517,55.170000000,21,103,0,263426,half,0,0,0,4,3,2366,0
5518,55.180000000,21,103,0,263426,half,0,1,1,1,4,2431,21
5519,55.190000000,21,103,0,263426,half,0,0,1,5,0,2360,1
5520,55.200000000,21,103,0,263426,half,0,0,0,2,0,2446,2
5521,55.210000000,21,103,0,263426,half,0,0,0,0,4,2363,9
5522,55.220000000,21,103,0,263426,half,0,0,2,6,9,2451,0
5523,55.230000000,21,103,0,263426,half,0,1,0,0,6,2379,0
5524,55.240000000,21,103,0,263426,half,0,0,0,6,4,2452,0
5525,55.250000000,21,103,0,263426,half,0,0,0,3,0,2364,1
5526,55.260000000,21,103,0,263426,half,0,1,0,0,7,2457,16
5527,55.270000000,21,103,0,263426,half,0,0,2,6,0,2358,4
5528,55.280000000,21,103,0,263426,half,0,0,0,6,7,2453,4
5529,55.290000000,21,103,0,263426,half,0,1,0,4,0,2340,0
5530,55.300000000,21,103,0,263426,half,0,0,3,6,6,2485,1
5531,55.310000000,21,103,0,263426,half,0,0,1,6,0,2346,0
5532,55.320000000,21,103,0,263426,half,0,0,0,4,7,2486,4
5533,55.330000000,21,103,0,263426,half,0,4,1,2,2,2323,6
5534,55.340000000,21,103,0,263426,half,0,2,0,2,0,2512,0
5535,55.350000000,21,103,0,263426,half,0,0,0,5,0,2305,0
5536,55.360000000,21,103,0,263426,half,0,2,1,2,5,2507,7
5537,55.370000000,21,103,0,263426,half,0,0,0,6,1,2312,2
5538,55.380000000,21,103,0,263426,half,0,3,0,1,6,2497,4
5539,55.390000000,21,103,0,263426,half,0,0,0,3,3,2320,0
5540,55.400000000,21,103,0,263426,half,0,2,0,1,0,2492,4
5541,55.410000000,21,103,0,263426,half,0,0,1,0,3,2318,3
5542,55.420000000,21,103,0,263426,half,0,0,1,2,2,2482,0
5543,55.430000000,21,103,0,263426,half,0,1,0,0,6,2343,4
5544,55.440000000,21,103,0,263426,half,0,0,0,5,2,2491,0
5545,55.450000000,21,103,0,263426,half,0,0,0,3,0,2321,0
5546,55.460000000,21,103,0,263426,half,0,0,0,1,8,2491,16
5547,55.470000000,21,103,0,263426,half,0,1,0,3,8,2336,1
5548,55.480000000,21,103,0,263426,half,0,1,0,0,6,2483,16
5549,55.490000000,21,103,0,263426,half,0,1,0,6,0,2320,2
5550,55.500000000,21,103,0,263426,half,0,0,0,3,0,2491,2
5551,55.510000000,21,103,0,263426,half,0,0,0,0,6,2329,7
5552,55.520000000,21,103,0,263426,half,0,0,0,4,0,2498,0
5553,55.530000000,21,103,0,263426,half,0,0,1,2,6,2326,2
5554,55.540000000,21,103,0,263426,half,0,3,1,2,0,2486,6
5555,55.550000000,21,103,0,263426,half,0,0,1,0,4,2324,4
5556,55.560000000,21,103,0,263426,half,0,2,0,3,0,2497,0
5557,55.570000000,21,103,0,263426,half,0,0,0,2,7,2318,4
5558,55.580000000,21,103,0,263426,half,0,1,4,0,2,2447,8
5559,55.590000000,21,103,0,263426,half,0,0,1,2,10,2334,1
5560,55.600000000,21,103,0,263426,half,0,0,0,3,10,2479,1
5561,55.610000000,21,103,0,263426,half,0,1,1,0,6,2331,4
5562,55.620000000,21,103,0,263426,half,0,0,2,4,0,2485,0
5563,55.630000000,21,103,0,263426,half,0,0,1,0,6,2335,5
5564,55.640000000,21,103,0,263426,half,0,0,0,4,0,2482,2
5565,55.650000000,21,103,0,263426,half,0,3,0,0,2,2327,3
5566,55.660000000,21,103,0,263426,half,0,2,0,0,6,2499,0
5567,55.670000000,21,103,0,263426,half,0,1,1,4,4,2311,0
5568,55.680000000,21,103,0,263426,half,0,3,0,0,4,2491,6
5569,55.690000000,21,103,0,263426,half,0,0,0,4,11,2334,0
5570,55.700000000,21,103,0,263426,half,0,0,0,3,0,2481,0
5571,55.710000000,21,103,0,263426,half,0,0,0,0,5,2327,0
5572,55.720000000,21,103,0,263426,half,0,3,0,6,0,2486,2
5573,55.730000000,21,103,0,263426,half,0,0,0,2,5,2326,13
5574,55.740000000,21,103,0,263426,half,0,0,0,4,2,2469,0
5575,55.750000000,21,103,0,263426,half,0,0,0,2,6,2341,0
5576,55.760000000,21,103,0,263426,half,0,3,1,2,6,2455,10
5577,55.770000000,21,103,0,263426,half,0,1,0,5,10,2329,0
5578,55.780000000,21,103,0,263426,half,0,0,1,6,5,2448,3
5579,55.790000000,21,103,0,263426,half,0,0,3,0,0,2341,10
5580,55.800000000,21,103,0,263426,half,0,0,1,8,6,2459,4
5581,55.810000000,21,103,0,263426,half,0,0,1,3,2,2348,0
5582,55.820000000,21,103,0,263426,half,0,0,3,6,6,2459,2
5583,55.830000000,21,103,0,263426,half,0,4,4,0,0,2344,8
5584,55.840000000,21,103,0,263426,half,0,0,0,4,0,2456,0
5585,55.850000000,21,103,0,263426,half,0,0,0,2,0,2361,0
5586,55.860000000,21,103,0,263426,half,0,2,0,1,5,2443,6
5587,55.870000000,21,103,0,263426,half,0,0,0,2,6,2408,0
5588,55.880000000,21,103,0,263426,half,0,2,0,0,6,2434,18
5589,55.890000000,21,103,0,263426,half,0,0,0,5,0,2384,0
5590,55.900000000,21,103,0,263426,half,0,1,0,1,2,2434,5
5591,55.910000000,21,103,0,263426,half,0,0,2,0,0,2368,4
5592,55.920000000,21,103,0,263426,half,0,0,0,0,8,2429,2
5593,55.930000000,21,103,0,263426,half,0,0,0,4,6,2378,0
5594,55.940000000,21,103,0,263426,half,0,0,1,4,5,2461,3
5595,55.950000000,21,103,0,263426,half,0,0,0,4,0,2355,0
5596,55.960000000,21,103,0,263426,half,0,0,0,1,3,2464,7
5597,55.970000000,21,103,0,263426,half,0,1,4,0,4,2342,4
5598,55.980000000,21,103,0,263426,half,0,4,10,2,2,2453,6
5599,55.990000000,21,103,0,263426,half,0,0,0,2,0,2353,0
5600,56.000000000,21,103,0,263426,half,0,3,0,4,0,2453,0
5601,56.010000000,21,103,0,263426,half,0,0,1,0,4,2368,14
5602,56.020000000,21,103,0,263426,half,0,0,0,5,0,2435,0
5603,56.030000000,21,103,0,263426,half,0,0,0,3,6,2373,2
5604,56.040000000,21,103,0,263426,half,0,2,0,0,0,2406,1
5605,56.050000000,21,103,0,263426,half,0,0,1,5,4,2414,3
5606,56.060000000,21,103,0,263426,half,0,0,0,4,0,2395,0
5607,56.070000000,21,103,0,263426,half,0,0,0,2,4,2407,2
5608,56.080000000,21,103,0,263426,half,0,6,1,1,1,2390,5
5609,56.090000000,21,103,0,263426,half,0,0,1,7,0,2424,0
5610,56.100000000,21,103,0,263426,half,0,0,5,4,6,2388,0
5611,56.110000000,21,103,0,263426,half,0,2,1,1,5,2427,4
5612,56.120000000,21,103,0,263426,half,0,0,0,6,0,2394,0
5613,56.130000000,21,103,0,263426,half,0,1,0,2,9,2435,4
5614,56.140000000,21,103,0,263426,half,0,0,0,0,6,2382,0
5615,56.150000000,21,103,0,263426,half,0,8,1,1,1,2427,3
5616,56.160000000,21,103,0,263426,half,0,2,0,0,6,2373,2
5617,56.170000000,21,103,0,263426,half,0,0,0,6,0,2434,0
5618,56.180000000,21,103,0,263426,half,0,0,0,0,5,2392,0
5619,56.190000000,21,103,0,263426,half,0,0,0,6,0,2440,0
5620,56.200000000,21,103,0,263426,half,0,0,0,2,4,2381,2
5621,56.210000000,21,103,0,263426,half,0,0,3,1,5,2435,11
5622,56.220000000,21,103,0,263426,half,0,0,1,5,0,2382,0
5623,56.230000000,21,103,0,263426,half,0,0,2,2,8,2447,13
5624,56.240000000,21,103,0,263426,half,0,0,0,2,11,2378,0
5625,56.250000000,21,103,0,263426,half,0,0,0,4,0,2452,4
5626,56.260000000,21,103,0,263426,half,0,5,0,1,6,2376,18
5627,56.270000000,21,103,0,263426,half,0,1,0,5,0,2452,2
5628,56.280000000,21,103,0,263426,half,0,0,1,3,7,2376,2
5629,56.290000000,21,103,0,263426,half,0,0,3,0,6,2451,2
5630,56.300000000,21,103,0,263426,half,0,0,0,2,5,2376,0
5631,56.310000000,21,103,0,263426,half,0,2,0,5,8,2450,2
5632,56.320000000,22,104,0,265935,full,0,1,0,0,8,2384,2
5633,56.330000000,22,104,0,265935,full,0,0,1,0,2,2450,2
5634,56.340000000,22,104,0,265935,full,0,0,0,0,2,2377,2
5635,56.350000000,22,104,0,265935,full,0,1,1,0,2,2454,0
5636,56.360000000,22,104,0,265935,full,0,1,0,0,3,2359,1
5637,56.370000000,22,104,0,265935,full,0,3,8,0,0,2457,4
5638,56.380000000,22,104,0,265935,full,0,1,0,3,4,2357,4
5639,56.390000000,22,104,0,265935,full,0,6,0,0,8,2462,1
5640,56.400000000,22,104,0,265935,full,0,4,4,6,1,2344,0
5641,56.410000000,22,104,0,265935,full,0,0,1,3,0,2474,0
5642,56.420000000,22,104,0,265935,full,0,0,0,4,3,2337,4
5643,56.430000000,22,104,0,265935,full,0,2,2,0,4,2492,0
5644,56.440000000,22,104,0,265935,full,0,0,0,4,4,2331,4
5645,56.450000000,22,104,0,265935,full,0,2,1,2,1,2470,4
5646,56.460000000,22,104,0,265935,full,0,0,2,0,2,2326,2
5647,56.470000000,22,104,0,265935,full,0,1,4,12,3,2474,4
5648,56.480000000,22,104,0,265935,full,0,0,0,9,2,2342,7
5649,56.490000000,22,104,0,265935,full,0,1,0,6,4,2485,3
5650,56.500000000,22,104,0,265935,full,0,0,0,4,0,2348,2
5651,56.510000000,22,104,0,265935,full,0,0,0,0,14,2476,0
5652,56.520000000,22,104,0,265935,full,0,2,0,2,2,2341,4
5653,56.530000000,22,104,0,265935,full,0,6,1,0,16,2478,2
5654,56.540000000,22,104,0,265935,full,0,0,0,15,3,2345,5
5655,56.550000000,22,104,0,265935,full,0,0,2,4,0,2438,0
5656,56.560000000,22,104,0,265935,full,0,0,0,0,3,2360,8
5657,56.570000000,22,104,0,265935,full,0,0,0,14,4,2439,2
5658,56.580000000,22,104,0,265935,full,0,1,0,1,1,2364,5
5659,56.590000000,22,104,0,265935,full,0,0,7,4,14,2486,2
5660,56.600000000,22,104,0,265935,full,0,2,6,1,10,2331,3
5661,56.610000000,22,104,0,265935,full,0,0,0,4,4,2457,4
5662,56.620000000,22,104,0,265935,full,0,3,0,0,0,2330,0
5663,56.630000000,22,104,0,265935,full,0,0,0,10,0,2476,17
5664,56.640000000,22,104,0,265935,full,0,0,0,4,4,2343,3
5665,56.650000000,22,104,0,265935,full,0,0,0,5,0,2463,2
5666,56.660000000,22,104,0,265935,full,0,0,0,0,5,2343,6
5667,56.670000000,22,104,0,265935,full,0,2,0,5,2,2471,1
5668,56.680000000,22,104,0,265935,full,0,5,0,0,6,2346,5
5669,56.690000000,22,104,0,265935,full,0,0,0,7,4,2469,5
5670,56.700000000,22,104,0,265935,full,0,1,0,0,2,2337,4
5671,56.710000000,22,104,0,265935,full,0,7,2,0,12,2478,11
5672,56.720000000,22,104,0,265935,full,0,1,0,13,2,2335,2
5673,56.730000000,22,104,0,265935,full,0,0,1,0,4,2470,8
5674,56.740000000,22,104,0,265935,full,0,0,0,11,4,2327,4
5675,56.750000000,22,104,0,265935,full,0,0,0,4,0,2487,0
5676,56.760000000,22,104,0,265935,full,0,1,0,0,4,2311,5
5677,56.770000000,22,104,0,265935,full,0,0,0,6,5,2465,4
5678,56.780000000,22,104,0,265935,full,0,0,0,0,6,2338,13
5679,56.790000000,22,104,0,265935,full,0,1,0,6,1,2455,4
5680,56.800000000,22,104,0,265935,full,0,0,0,4,1,2338,0
5681,56.810000000,22,104,0,265935,full,0,0,2,0,5,2466,0
5682,56.820000000,22,104,0,265935,full,0,0,0,2,2,2351,5
5683,56.830000000,22,104,0,265935,full,0,2,0,0,0,2456,7
5684,56.840000000,22,104,0,265935,full,0,0,4,3,4,2354,0
5685,56.850000000,22,104,0,265935,full,0,0,6,12,5,2445,4
5686,56.860000000,22,104,0,265935,full,0,1,0,3,4,2356,5
5687,56.870000000,22,104,0,265935,full,0,2,0,2,2,2453,0
5688,56.880000000,22,104,0,265935,full,0,8,4,5,5,2355,6
5689,56.890000000,22,104,0,265935,full,0,0,0,11,3,2451,4
5690,56.900000000,22,104,0,265935,full,0,0,0,6,9,2357,0
5691,56.910000000,22,104,0,265935,full,0,0,1,0,5,2444,8
5692,56.920000000,22,104,0,265935,full,0,0,0,5,4,2365,3
5693,56.930000000,22,104,0,265935,full,0,6,2,0,4,2428,0
5694,56.940000000,22,104,0,265935,full,0,0,1,5,3,2375,5
5695,56.950000000,22,104,0,265935,full,0,1,0,6,2,2427,3
5696,56.960000000,22,104,0,265935,full,0,1,1,2,0,2358,1
5697,56.970000000,22,104,0,265935,full,0,2,0,6,1,2435,4
5698,56.980000000,22,104,0,265935,full,0,4,2,0,6,2374,6
5699,56.990000000,22,104,0,265935,full,0,0,1,6,3,2443,4
5700,57.000000000,22,104,0,265935,full,0,0,0,5,0,2368,0
5701,57.010000000,22,104,0,265935,full,0,0,0,0,7,2458,9
5702,57.020000000,22,104,0,265935,full,0,0,0,3,3,2355,4
5703,57.030000000,22,104,0,265935,full,0,0,0,0,2,2455,0
5704,57.040000000,22,104,0,265935,full,0,1,0,6,3,2357,4
5705,57.050000000,22,104,0,265935,full,0,0,0,1,0,2462,0
5706,57.060000000,22,104,0,265935,full,0,0,3,0,4,2375,2
5707,57.070000000,22,104,0,265935,full,0,0,0,2,3,2417,2
5708,57.080000000,22,104,0,265935,full,0,1,0,0,0,2400,3
5709,57.090000000,22,104,0,265935,full,0,0,18,1,2,2406,1
5710,57.100000000,22,104,0,265935,full,0,2,5,0,12,2415,4
5711,57.110000000,22,104,0,265935,full,0,1,0,4,2,2405,4
5712,57.120000000,22,104,0,265935,full,0,2,0,0,0,2430,0
5713,57.130000000,22,104,0,265935,full,0,0,0,0,2,2385,4
5714,57.140000000,22,104,0,265935,full,0,1,0,2,2,2433,1
5715,57.150000000,22,104,0,265935,full,0,0,1,6,0,2392,0
5716,57.160000000,22,104,0,265935,full,0,1,0,0,6,2431,6
5717,57.170000000,22,104,0,265935,full,0,0,0,12,2,2389,5
5718,57.180000000,22,104,0,265935,full,0,0,0,1,4,2428,15
5719,57.190000000,22,104,0,265935,full,0,7,0,6,4,2391,5
5720,57.200000000,22,104,0,265935,full,0,2,1,1,1,2428,4
5721,57.210000000,22,104,0,265935,full,0,5,1,1,15,2388,11
5722,57.220000000,22,104,0,265935,full,0,0,0,2,4,2435,5
5723,57.230000000,22,104,0,265935,full,0,0,1,0,3,2375,7
5724,57.240000000,22,104,0,265935,full,0,0,3,6,4,2435,2
5725,57.250000000,22,104,0,265935,full,0,1,0,4,0,2377,0
5726,57.260000000,22,104,0,265935,full,0,0,2,0,6,2446,0
5727,57.270000000,22,104,0,265935,full,0,0,0,5,2,2361,3
5728,57.280000000,22,104,0,265935,full,0,0,0,0,6,2448,5
5729,57.290000000,22,104,0,265935,full,0,0,0,6,1,2357,4
5730,57.300000000,22,104,0,265935,full,0,0,0,3,4,2441,2
5731,57.310000000,22,104,0,265935,full,0,0,0,0,3,2391,8
5732,57.320000000,22,104,0,265935,full,0,1,0,4,3,2389,2
5733,57.330000000,22,104,0,265935,full,0,1,0,0,0,2381,0
5734,57.340000000,22,104,0,265935,full,0,0,18,2,14,2406,0
5735,57.350000000,22,104,0,265935,full,0,0,8,2,2,2403,5
5736,57.360000000,22,104,0,265935,full,0,0,0,4,4,2400,2
5737,57.370000000,22,104,0,265935,full,0,2,0,0,10,2420,4
5738,57.380000000,22,104,0,265935,full,0,8,18,0,2,2399,4
5739,57.390000000,22,104,0,265935,full,0,1,0,6,1,2409,4
5740,57.400000000,22,104,0,265935,full,0,2,2,5,0,2409,0
5741,57.410000000,22,104,0,265935,full,0,0,1,0,2,2406,7
5742,57.420000000,22,104,0,265935,full,0,0,0,7,3,2409,4
5743,57.430000000,22,104,0,265935,full,0,2,1,0,16,2399,6
5744,57.440000000,22,104,0,265935,full,0,0,0,5,3,2405,4
5745,57.450000000,22,104,0,265935,full,0,0,3,2,2,2393,5
5746,57.460000000,22,104,0,265935,full,0,2,0,2,0,2428,3
5747,57.470000000,22,104,0,265935,full,0,0,0,7,4,2402,4
5748,57.480000000,22,104,0,265935,full,0,0,1,2,10,2415,5
5749,57.490000000,22,104,0,265935,full,0,1,0,5,4,2400,5
5750,57.500000000,22,104,0,265935,full,0,0,0,6,2,2424,0
5751,57.510000000,22,104,0,265935,full,0,0,0,0,6,2406,6
5752,57.520000000,22,104,0,265935,full,0,1,0,1,3,2412,5
5753,57.530000000,22,104,0,265935,full,0,0,1,0,5,2406,4
5754,57.540000000,22,104,0,265935,full,0,0,0,8,1,2405,5
5755,57.550000000,22,104,0,265935,full,0,0,0,4,6,2413,0
5756,57.560000000,22,104,0,265935,full,0,0,0,0,4,2410,7
5757,57.570000000,22,104,0,265935,full,0,0,0,16,2,2399,3
5758,57.580000000,22,104,0,265935,full,0,1,0,1,0,2418,7
5759,57.590000000,22,104,0,265935,full,0,0,9,2,5,2406,0
5760,57.600000000,22,104,0,265935,full,0,0,6,5,9,2409,0
5761,57.610000000,22,104,0,265935,full,0,1,0,5,3,2401,5
5762,57.620000000,22,104,0,265935,full,0,4,0,0,2,2416,2
5763,57.630000000,22,104,0,265935,full,0,0,4,0,3,2414,8
5764,57.640000000,22,104,0,265935,full,0,0,0,4,1,2415,4
5765,57.650000000,22,104,0,265935,full,0,0,0,5,0,2394,0
5766,57.660000000,22,104,0,265935,full,0,7,1,0,5,2416,4
5767,57.670000000,22,104,0,265935,full,0,1,0,3,2,2400,4
5768,57.680000000,22,104,0,265935,full,0,7,1,0,4,2414,11
5769,57.690000000,22,104,0,265935,full,0,1,0,4,4,2405,3
5770,57.700000000,22,104,0,265935,full,0,2,0,1,1,2408,3
5771,57.710000000,22,104,0,265935,full,0,0,0,0,5,2406,4
5772,57.720000000,22,104,0,265935,full,0,0,0,4,4,2413,2
5773,57.730000000,22,104,0,265935,full,0,0,1,0,0,2399,15
5774,57.740000000,22,104,0,265935,full,0,0,0,2,3,2413,3
5775,57.750000000,22,104,0,265935,full,0,0,0,4,0,2411,0
5776,57.760000000,22,104,0,265935,full,0,8,2,0,4,2416,3
5777,57.770000000,22,104,0,265935,full,0,1,0,11,3,2403,4
5778,57.780000000,22,104,0,265935,full,0,1,2,0,8,2415,0
5779,57.790000000,22,104,0,265935,full,0,0,0,5,1,2403,2
5780,57.800000000,22,104,0,265935,full,0,0,1,14,8,2410,0
5781,57.810000000,22,104,0,265935,full,0,5,2,0,5,2402,5
5782,57.820000000,22,104,0,265935,full,0,2,0,0,4,2416,4
5783,57.830000000,22,104,0,265935,full,0,4,0,0,10,2404,2
5784,57.840000000,22,104,0,265935,full,0,0,5,0,2,2414,0
5785,57.850000000,22,104,0,265935,full,0,0,5,7,9,2398,5
5786,57.860000000,22,104,0,265935,full,0,1,0,4,3,2413,3
5787,57.870000000,22,104,0,265935,full,0,2,0,1,2,2396,0
5788,57.880000000,22,104,0,265935,full,0,0,5,0,1,2410,17
5789,57.890000000,22,104,0,265935,full,0,0,0,4,5,2403,4
5790,57.900000000,22,104,0,265935,full,0,0,1,4,9,2416,0
5791,57.910000000,22,104,0,265935,full,0,7,10,0,6,2406,4
5792,57.920000000,22,104,0,265935,full,0,2,0,4,4,2415,4
5793,57.930000000,22,104,0,265935,full,0,8,0,0,5,2406,5
5794,57.940000000,22,104,0,265935,full,0,0,0,1,3,2400,5
5795,57.950000000,22,104,0,265935,full,0,3,2,2,2,2402,2
5796,57.960000000,22,104,0,265935,full,0,1,5,1,2,2421,1
5797,57.970000000,22,104,0,265935,full,0,0,0,15,3,2409,2
5798,57.980000000,22,104,0,265935,full,0,1,0,0,3,2412,12
5799,57.990000000,22,104,0,265935,full,0,0,0,14,4,2407,4
5800,58.000000000,22,104,0,265935,full,0,0,1,6,7,2406,2
5801,58.010000000,22,104,0,265935,full,0,0,0,0,7,2409,7
5802,58.020000000,22,104,0,265935,full,0,0,0,2,4,2421,4
5803,58.030000000,22,104,0,265935,full,0,0,0,0,8,2394,8
5804,58.040000000,22,104,0,265935,full,0,1,0,2,2,2404,6
5805,58.050000000,22,104,0,265935,full,0,1,0,4,0,2408,1
5806,58.060000000,22,104,0,265935,full,0,0,0,0,12,2416,14
5807,58.070000000,22,104,0,265935,full,0,2,0,2,2,2397,5
5808,58.080000000,22,104,0,265935,full,0,2,0,1,0,2413,12
5809,58.090000000,22,104,0,265935,full,0,0,3,1,9,2404,0
5810,58.100000000,22,104,0,265935,full,0,3,5,8,2,2407,5
5811,58.110000000,22,104,0,265935,full,0,1,0,6,4,2405,5
5812,58.120000000,22,104,0,265935,full,0,3,0,2,2,2397,4
5813,58.130000000,22,104,0,265935,full,0,1,8,0,1,2402,20
5814,58.140000000,22,104,0,265935,full,0,1,0,5,2,2396,4
5815,58.150000000,22,104,0,265935,full,0,0,0,2,10,2418,0
5816,58.160000000,22,104,0,265935,full,0,7,0,0,3,2406,0
5817,58.170000000,22,104,0,265935,full,0,0,0,4,1,2407,1
5818,58.180000000,22,104,0,265935,full,0,0,1,0,6,2407,14
5819,58.190000000,22,104,0,265935,full,0,0,0,7,1,2409,3
5820,58.200000000,22,104,0,265935,full,0,2,1,2,2,2402,2
5821,58.210000000,22,104,0,265935,full,0,0,0,0,3,2407,0
5822,58.220000000,22,104,0,265935,full,0,0,0,5,3,2407,4
5823,58.230000000,22,104,0,265935,full,0,3,1,0,6,2398,0
5824,58.240000000,22,104,0,265935,full,0,0,0,6,3,2405,5
5825,58.250000000,22,104,0,265935,full,0,0,2,4,2,2413,1
5826,58.260000000,22,104,0,265935,full,0,1,1,0,15,2412,0
5827,58.270000000,22,104,0,265935,full,0,0,0,2,2,2410,4
5828,58.280000000,22,104,0,265935,full,0,0,0,0,4,2405,5
