sample_index,time_s,packet_index,packet_sequence,sequence_gap_before,packet_tick_ms,packet_flags,stm32_dropped_packets,ch1_raw,ch2_raw,ch3_raw,ch4_raw,ch5_raw,ch6_raw
3139,31.390000000,12,60,0,153601,full,0,0,0,2,0,2169,1
3140,31.400000000,12,60,0,153601,full,0,6,0,6,4,2608,6
3141,31.410000000,12,60,0,153601,full,0,2,1,0,3,2219,10
3142,31.420000000,12,60,0,153601,full,0,4,0,0,8,2567,15
3143,31.430000000,12,60,0,153601,full,0,0,0,2,6,2255,0
3144,31.440000000,12,60,0,153601,full,0,2,2,0,5,2566,13
3145,31.450000000,12,60,0,153601,full,0,0,0,0,6,2268,3
3146,31.460000000,12,60,0,153601,full,0,0,4,8,0,2545,6
3147,31.470000000,12,60,0,153601,full,0,0,1,0,1,2223,1
3148,31.480000000,12,60,0,153601,full,0,1,0,0,8,2625,14
3149,31.490000000,12,60,0,153601,full,0,0,1,0,5,2089,4
3150,31.500000000,12,60,0,153601,full,0,5,2,2,2,2675,0
3151,31.510000000,12,60,0,153601,full,0,0,0,0,2,2113,12
3152,31.520000000,12,60,0,153601,full,0,0,0,3,10,2710,16
3153,31.530000000,12,60,0,153601,full,0,0,0,0,0,2099,0
3154,31.540000000,12,60,0,153601,full,0,17,0,3,5,2673,9
3155,31.550000000,12,60,0,153601,full,0,0,5,0,4,2195,4
3156,31.560000000,12,60,0,153601,full,0,8,3,3,0,2580,2
3157,31.570000000,12,60,0,153601,full,0,0,0,0,1,2287,5
3158,31.580000000,12,60,0,153601,full,0,1,0,0,12,2502,0
3159,31.590000000,12,60,0,153601,full,0,12,0,4,6,2401,3
3160,31.600000000,12,60,0,153601,full,0,0,3,11,2,2429,8
3161,31.610000000,12,60,0,153601,full,0,5,3,0,1,2455,6
3162,31.620000000,12,60,0,153601,full,0,3,0,3,8,2387,12
3163,31.630000000,12,60,0,153601,full,0,1,3,0,16,2505,2
3164,31.640000000,12,60,0,153601,full,0,8,0,3,6,2389,1
3165,31.650000000,12,60,0,153601,full,0,8,0,0,0,2487,6
3166,31.660000000,12,60,0,153601,full,0,0,14,3,2,2370,8
3167,31.670000000,12,60,0,153601,full,0,9,1,0,5,2502,6
3168,31.680000000,12,60,0,153601,full,0,0,3,2,8,2353,0
3169,31.690000000,12,60,0,153601,full,0,0,3,5,4,2519,0
3170,31.700000000,12,60,0,153601,full,0,0,1,2,0,2345,0
3171,31.710000000,12,60,0,153601,full,0,7,13,1,0,2519,9
3172,31.720000000,12,60,0,153601,full,0,4,0,0,1,2307,17
3173,31.730000000,12,60,0,153601,full,0,0,5,0,3,2532,2
3174,31.740000000,12,60,0,153601,full,0,9,0,0,11,2320,10
3175,31.750000000,12,60,0,153601,full,0,8,5,2,0,2555,3
3176,31.760000000,12,60,0,153601,full,0,4,13,1,0,2281,3
3177,31.770000000,12,60,0,153601,full,0,0,0,0,6,2587,8
3178,31.780000000,12,60,0,153601,full,0,0,3,0,0,2253,0
3179,31.790000000,12,60,0,153601,full,0,0,0,0,4,2605,4
3180,31.800000000,12,60,0,153601,full,0,11,2,2,0,2252,0
3181,31.810000000,12,60,0,153601,full,0,3,4,4,1,2634,4
3182,31.820000000,12,60,0,153601,full,0,4,1,0,0,2219,20
3183,31.830000000,12,60,0,153601,full,0,0,1,4,10,2649,1
3184,31.840000000,12,60,0,153601,full,0,0,0,0,2,2264,8
3185,31.850000000,12,60,0,153601,full,0,5,2,1,2,2598,9
3186,31.860000000,12,60,0,153601,full,0,7,0,0,0,2277,13
3187,31.870000000,12,60,0,153601,full,0,0,0,2,7,2595,16
3188,31.880000000,12,60,0,153601,full,0,0,0,2,2,2302,0
3189,31.890000000,12,60,0,153601,full,0,12,0,5,7,2624,0
3190,31.900000000,12,60,0,153601,full,0,2,1,0,0,2249,10
3191,31.910000000,12,60,0,153601,full,0,5,5,2,2,2668,4
3192,31.920000000,12,60,0,153601,full,0,3,0,0,3,2186,4
3193,31.930000000,12,60,0,153601,full,0,0,2,2,0,2703,0
3194,31.940000000,12,60,0,153601,full,0,5,0,0,0,2150,12
3195,31.950000000,12,60,0,153601,full,0,0,2,1,12,2772,0
3196,31.960000000,12,60,0,153601,full,0,0,2,7,0,2087,3
3197,31.970000000,12,60,0,153601,full,0,2,0,1,6,2871,1
3198,31.980000000,12,60,0,153601,full,0,0,0,0,8,2024,5
3199,31.990000000,12,60,0,153601,full,0,4,0,0,0,2859,8
3200,32.000000000,12,60,0,153601,full,0,3,0,0,3,2027,0
3201,32.010000000,12,60,0,153601,full,0,8,4,0,6,2847,9
3202,32.020000000,12,60,0,153601,full,0,0,0,17,5,2083,2
3203,32.030000000,12,60,0,153601,full,0,4,2,2,4,2782,0
3204,32.040000000,12,60,0,153601,full,0,14,0,0,0,2088,11
3205,32.050000000,12,60,0,153601,full,0,7,6,1,2,2757,9
3206,32.060000000,12,60,0,153601,full,0,0,1,2,0,2101,4
3207,32.070000000,12,60,0,153601,full,0,2,0,1,10,2771,3
3208,32.080000000,12,60,0,153601,full,0,0,4,2,0,2093,0
3209,32.090000000,12,60,0,153601,full,0,13,0,2,8,2827,0
3210,32.100000000,12,60,0,153601,full,0,4,8,0,0,2068,7
3211,32.110000000,12,60,0,153601,full,0,0,4,4,6,2818,9
3212,32.120000000,12,60,0,153601,full,0,2,0,0,0,2074,8
3213,32.130000000,12,60,0,153601,full,0,0,0,1,1,2785,1
3214,32.140000000,12,60,0,153601,full,0,8,0,0,5,2080,3
3215,32.150000000,12,60,0,153601,full,0,9,6,1,0,2777,14
3216,32.160000000,12,60,0,153601,full,0,4,3,4,0,2044,9
3217,32.170000000,12,60,0,153601,full,0,7,0,0,7,2843,21
3218,32.180000000,12,60,0,153601,full,0,0,1,0,0,2015,4
3219,32.190000000,12,60,0,153601,full,0,4,4,0,1,2800,9
3220,32.200000000,12,60,0,153601,full,0,4,1,0,3,2079,0
3221,32.210000000,12,60,0,153601,full,0,0,0,6,6,2784,0
3222,32.220000000,12,60,0,153601,full,0,8,0,0,5,2112,9
3223,32.230000000,12,60,0,153601,full,0,9,4,2,6,2726,0
3224,32.240000000,12,60,0,153601,full,0,0,0,3,3,2111,1
3225,32.250000000,12,60,0,153601,full,0,0,2,5,0,2751,0
3226,32.260000000,12,60,0,153601,full,0,0,5,0,0,2067,5
3227,32.270000000,12,60,0,153601,full,0,5,3,0,1,2747,0
3228,32.280000000,12,60,0,153601,full,0,0,2,1,5,2034,3
3229,32.290000000,12,60,0,153601,full,0,2,0,0,12,2780,14
3230,32.300000000,12,60,0,153601,full,0,0,0,0,3,1983,2
3231,32.310000000,12,60,0,153601,full,0,6,3,2,5,2793,3
3232,32.320000000,12,60,0,153601,full,0,0,0,3,3,2007,6
3233,32.330000000,12,60,0,153601,full,0,0,2,4,13,2799,1
3234,32.340000000,12,60,0,153601,full,0,5,0,0,2,2005,4
3235,32.350000000,12,60,0,153601,full,0,6,9,0,4,2788,11
3236,32.360000000,12,60,0,153601,full,0,0,12,2,0,2009,2
3237,32.370000000,12,60,0,153601,full,0,3,0,3,7,2747,3
3238,32.380000000,12,60,0,153601,full,0,0,2,1,6,2057,0
3239,32.390000000,12,60,0,153601,full,0,15,0,4,4,2696,13
3240,32.400000000,12,60,0,153601,full,0,4,0,0,2,2103,8
3241,32.410000000,12,60,0,153601,full,0,5,2,3,4,2691,20
3242,32.420000000,12,60,0,153601,full,0,0,0,2,8,2126,2
3243,32.430000000,12,60,0,153601,full,0,2,3,0,8,2687,2
3244,32.440000000,12,60,0,153601,full,0,0,1,3,2,2126,0
3245,32.450000000,12,60,0,153601,full,0,5,2,0,5,2653,16
3246,32.460000000,12,60,0,153601,full,0,0,3,0,2,2129,0
3247,32.470000000,12,60,0,153601,full,0,0,1,3,16,2662,1
3248,32.480000000,12,60,0,153601,full,0,2,0,2,1,2171,14
3249,32.490000000,12,60,0,153601,full,0,0,5,2,5,2610,8
3250,32.500000000,12,60,0,153601,full,0,0,0,0,4,2230,5
3251,32.510000000,12,60,0,153601,full,0,2,6,0,5,2583,16
3252,32.520000000,12,60,0,153601,full,0,0,0,0,7,2179,0
3253,32.530000000,12,60,0,153601,full,0,0,0,2,2,2557,2
3254,32.540000000,12,60,0,153601,full,0,4,0,2,2,2245,4
3255,32.550000000,12,60,0,153601,full,0,4,2,1,4,2575,9
3256,32.560000000,12,60,0,153601,full,0,0,2,1,2,2226,3
3257,32.570000000,12,60,0,153601,full,0,11,0,0,4,2611,17
3258,32.580000000,12,60,0,153601,full,0,0,0,8,0,2127,0
3259,32.590000000,12,60,0,153601,full,0,10,0,0,6,2695,2
3260,32.600000000,12,60,0,153601,full,0,0,0,0,3,2098,8
3261,32.610000000,12,60,0,153601,full,0,4,3,1,5,2720,7
3262,32.620000000,12,60,0,153601,full,0,0,1,0,3,2110,8
3263,32.630000000,12,60,0,153601,full,0,0,2,2,4,2679,1
3264,32.640000000,12,60,0,153601,full,0,11,0,2,1,2193,2
3265,32.650000000,12,60,0,153601,full,0,5,2,3,3,2583,9
3266,32.660000000,12,60,0,153601,full,0,8,0,0,0,2295,6
3267,32.670000000,12,60,0,153601,full,0,5,0,1,8,2515,13
3268,32.680000000,12,60,0,153601,full,0,0,2,2,0,2372,0
3269,32.690000000,12,60,0,153601,full,0,4,0,4,0,2443,0
3270,32.700000000,12,60,0,153601,full,0,0,1,5,8,2436,2
3271,32.710000000,12,60,0,153601,full,0,7,8,3,5,2399,8
3272,32.720000000,12,60,0,153601,full,0,4,0,4,7,2484,0
3273,32.730000000,12,60,0,153601,full,0,0,4,1,6,2378,4
3274,32.740000000,12,60,0,153601,full,0,0,0,1,16,2507,0
3275,32.750000000,12,60,0,153601,full,0,5,0,0,8,2394,1
3276,32.760000000,12,60,0,153601,full,0,6,16,2,0,2491,6
3277,32.770000000,12,60,0,153601,full,0,8,0,0,2,2355,8
3278,32.780000000,12,60,0,153601,full,0,0,0,0,6,2496,2
3279,32.790000000,12,60,0,153601,full,0,8,0,0,9,2363,12
3280,32.800000000,12,60,0,153601,full,0,2,0,0,0,2527,8
3281,32.810000000,12,60,0,153601,full,0,0,5,1,6,2355,0
3282,32.820000000,12,60,0,153601,full,0,6,0,0,0,2515,3
3283,32.830000000,12,60,0,153601,full,0,0,0,0,0,2326,0
3284,32.840000000,12,60,0,153601,full,0,8,0,0,7,2557,0
3285,32.850000000,12,60,0,153601,full,0,7,0,6,0,2279,10
3286,32.860000000,12,60,0,153601,full,0,4,5,0,5,2597,8
3287,32.870000000,12,60,0,153601,full,0,0,0,1,5,2270,4
3288,32.880000000,12,60,0,153601,full,0,1,1,7,2,2621,0
3289,32.890000000,12,60,0,153601,full,0,9,0,2,12,2293,0
3290,32.900000000,12,60,0,153601,full,0,10,2,0,8,2618,6
3291,32.910000000,12,60,0,153601,full,0,6,9,0,6,2284,5
3292,32.920000000,12,60,0,153601,full,0,6,0,3,6,2626,8
3293,32.930000000,12,60,0,153601,full,0,0,2,3,0,2269,0
3294,32.940000000,12,60,0,153601,full,0,10,0,0,0,2595,2
3295,32.950000000,12,60,0,153601,full,0,0,0,3,6,2305,0
3296,32.960000000,12,60,0,153601,full,0,0,5,0,0,2581,3
3297,32.970000000,12,60,0,153601,full,0,0,0,1,1,2305,8
3298,32.980000000,12,60,0,153601,full,0,0,2,0,9,2579,6
3299,32.990000000,12,60,0,153601,full,0,16,0,0,3,2265,13
3300,33.000000000,12,60,0,153601,full,0,0,2,0,8,2655,3
3301,33.010000000,12,60,0,153601,full,0,5,0,2,0,2213,7
3302,33.020000000,12,60,0,153601,full,0,2,1,0,5,2690,16
3303,33.030000000,12,60,0,153601,full,0,0,1,0,6,2179,2
3304,33.040000000,12,60,0,153601,full,0,6,0,2,8,2765,8
3305,33.050000000,12,60,0,153601,full,0,8,5,9,0,2119,5
3306,33.060000000,12,60,0,153601,full,0,4,3,4,4,2849,2
3307,33.070000000,12,60,0,153601,full,0,0,0,0,4,2061,14
3308,33.080000000,12,60,0,153601,full,0,0,2,4,3,2844,2
3309,33.090000000,12,60,0,153601,full,0,0,0,1,2,2089,7
3310,33.100000000,12,60,0,153601,full,0,7,6,0,4,2786,11
3311,33.110000000,12,60,0,153601,full,0,2,6,0,0,2121,6
3312,33.120000000,12,60,0,153601,full,0,7,8,4,11,2779,17
3313,33.130000000,12,60,0,153601,full,0,0,3,2,5,2125,0
3314,33.140000000,12,60,0,153601,full,0,12,0,0,0,2753,10
3315,33.150000000,12,60,0,153601,full,0,9,1,2,0,2143,5
3316,33.160000000,12,60,0,153601,full,0,5,0,1,4,2750,9
3317,33.170000000,12,60,0,153601,full,0,1,1,0,2,2102,4
3318,33.180000000,12,60,0,153601,full,0,3,0,4,1,2789,2
3319,33.190000000,12,60,0,153601,full,0,0,0,0,2,2125,0
3320,33.200000000,12,60,0,153601,full,0,0,1,5,6,2777,2
3321,33.210000000,12,60,0,153601,full,0,0,0,1,0,2093,6
3322,33.220000000,12,60,0,153601,full,0,3,2,10,6,2776,2
3323,33.230000000,12,60,0,153601,full,0,0,0,0,5,2121,0
3324,33.240000000,12,60,0,153601,full,0,4,2,0,6,2779,12
3325,33.250000000,12,60,0,153601,full,0,0,1,3,6,2099,20
3326,33.260000000,12,60,0,153601,full,0,7,2,0,2,2776,7
3327,33.270000000,12,60,0,153601,full,0,0,0,0,5,2094,4
3328,33.280000000,13,61,0,156161,half,0,0,2,0,7,2773,2
3329,33.290000000,13,61,0,156161,half,0,4,0,0,0,2083,4
3330,33.300000000,13,61,0,156161,half,0,3,0,1,5,2740,11
3331,33.310000000,13,61,0,156161,half,0,0,1,3,0,2144,1
3332,33.320000000,13,61,0,156161,half,0,1,1,4,6,2713,7
3333,33.330000000,13,61,0,156161,half,0,0,1,2,0,2124,1
3334,33.340000000,13,61,0,156161,half,0,3,0,0,9,2723,2
3335,33.350000000,13,61,0,156161,half,0,0,0,0,0,2092,6
3336,33.360000000,13,61,0,156161,half,0,4,5,0,3,2698,8
3337,33.370000000,13,61,0,156161,half,0,0,0,0,5,2059,13
3338,33.380000000,13,61,0,156161,half,0,0,1,2,10,2745,0
3339,33.390000000,13,61,0,156161,half,0,0,0,0,2,2069,5
3340,33.400000000,13,61,0,156161,half,0,4,4,0,6,2741,8
3341,33.410000000,13,61,0,156161,half,0,0,0,0,0,1999,6
3342,33.420000000,13,61,0,156161,half,0,12,1,4,9,2763,17
3343,33.430000000,13,61,0,156161,half,0,0,0,6,8,2074,0
3344,33.440000000,13,61,0,156161,half,0,2,0,3,3,2744,10
3345,33.450000000,13,61,0,156161,half,0,0,0,5,0,2109,0
3346,33.460000000,13,61,0,156161,half,0,1,3,0,1,2657,6
3347,33.470000000,13,61,0,156161,half,0,0,2,3,8,2156,0
3348,33.480000000,13,61,0,156161,half,0,6,1,3,6,2635,17
3349,33.490000000,13,61,0,156161,half,0,4,0,1,2,2183,14
3350,33.500000000,13,61,0,156161,half,0,4,0,2,6,2598,8
3351,33.510000000,13,61,0,156161,half,0,2,12,0,0,2210,2
3352,33.520000000,13,61,0,156161,half,0,0,1,0,4,2583,16
3353,33.530000000,13,61,0,156161,half,0,0,1,4,0,2219,1
3354,33.540000000,13,61,0,156161,half,0,0,0,1,6,2579,4
3355,33.550000000,13,61,0,156161,half,0,0,3,0,0,2242,5
3356,33.560000000,13,61,0,156161,half,0,5,2,1,2,2573,5
3357,33.570000000,13,61,0,156161,half,0,0,0,0,8,2275,14
3358,33.580000000,13,61,0,156161,half,0,4,0,1,0,2441,1
3359,33.590000000,13,61,0,156161,half,0,5,0,0,2,2311,2
3360,33.600000000,13,61,0,156161,half,0,8,10,0,1,2485,6
3361,33.610000000,13,61,0,156161,half,0,3,16,4,2,2323,4
3362,33.620000000,13,61,0,156161,half,0,0,0,4,9,2499,2
3363,33.630000000,13,61,0,156161,half,0,0,0,2,4,2308,0
3364,33.640000000,13,61,0,156161,half,0,14,0,1,4,2519,18
3365,33.650000000,13,61,0,156161,half,0,7,7,0,5,2280,5
3366,33.660000000,13,61,0,156161,half,0,5,0,2,2,2535,9
3367,33.670000000,13,61,0,156161,half,0,2,0,0,6,2247,0
3368,33.680000000,13,61,0,156161,half,0,0,1,0,0,2564,2
3369,33.690000000,13,61,0,156161,half,0,0,1,1,2,2232,5
3370,33.700000000,13,61,0,156161,half,0,4,7,4,0,2568,4
3371,33.710000000,13,61,0,156161,half,0,2,4,0,0,2244,9
3372,33.720000000,13,61,0,156161,half,0,0,0,4,8,2536,4
3373,33.730000000,13,61,0,156161,half,0,0,0,1,5,2311,8
3374,33.740000000,13,61,0,156161,half,0,2,0,0,6,2467,8
3375,33.750000000,13,61,0,156161,half,0,3,0,0,1,2363,13
3376,33.760000000,13,61,0,156161,half,0,6,0,5,6,2433,6
3377,33.770000000,13,61,0,156161,half,0,5,0,0,4,2421,8
3378,33.780000000,13,61,0,156161,half,0,0,2,1,5,2399,2
3379,33.790000000,13,61,0,156161,half,0,10,0,1,4,2435,6
3380,33.800000000,13,61,0,156161,half,0,8,9,2,1,2369,9
3381,33.810000000,13,61,0,156161,half,0,0,1,5,2,2468,0
3382,33.820000000,13,61,0,156161,half,0,0,1,2,4,2387,4
3383,33.830000000,13,61,0,156161,half,0,2,1,2,0,2447,1
3384,33.840000000,13,61,0,156161,half,0,16,0,2,2,2369,13
3385,33.850000000,13,61,0,156161,half,0,1,14,0,2,2479,6
3386,33.860000000,13,61,0,156161,half,0,0,0,1,3,2381,8
3387,33.870000000,13,61,0,156161,half,0,10,3,2,12,2467,0
3388,33.880000000,13,61,0,156161,half,0,0,1,2,2,2364,0
3389,33.890000000,13,61,0,156161,half,0,1,0,3,4,2479,7
3390,33.900000000,13,61,0,156161,half,0,8,0,1,0,2357,8
3391,33.910000000,13,61,0,156161,half,0,9,3,0,0,2429,10
3392,33.920000000,13,61,0,156161,half,0,0,0,0,4,2371,16
3393,33.930000000,13,61,0,156161,half,0,0,0,0,3,2418,12
3394,33.940000000,13,61,0,156161,half,0,17,0,0,0,2387,8
3395,33.950000000,13,61,0,156161,half,0,0,0,0,0,2415,0
3396,33.960000000,13,61,0,156161,half,0,0,1,5,0,2395,0
3397,33.970000000,13,61,0,156161,half,0,0,1,4,0,2440,0
3398,33.980000000,13,61,0,156161,half,0,0,0,0,2,2395,18
3399,33.990000000,13,61,0,156161,half,0,4,0,0,8,2435,1
3400,34.000000000,13,61,0,156161,half,0,19,0,0,6,2393,6
3401,34.010000000,13,61,0,156161,half,0,6,18,0,0,2399,3
3402,34.020000000,13,61,0,156161,half,0,1,0,4,4,2327,0
3403,34.030000000,13,61,0,156161,half,0,0,0,2,5,2485,4
3404,34.040000000,13,61,0,156161,half,0,5,0,4,4,2347,0
3405,34.050000000,13,61,0,156161,half,0,6,0,2,1,2496,7
3406,34.060000000,13,61,0,156161,half,0,2,3,3,1,2328,3
3407,34.070000000,13,61,0,156161,half,0,4,0,2,2,2526,11
3408,34.080000000,13,61,0,156161,half,0,0,2,1,0,2276,0
3409,34.090000000,13,61,0,156161,half,0,2,0,2,13,2583,0
3410,34.100000000,13,61,0,156161,half,0,5,3,0,0,2255,7
3411,34.110000000,13,61,0,156161,half,0,4,17,0,2,2600,8
3412,34.120000000,13,61,0,156161,half,0,1,0,2,2,2227,3
3413,34.130000000,13,61,0,156161,half,0,1,0,2,4,2643,4
3414,34.140000000,13,61,0,156161,half,0,10,0,0,4,2217,10
3415,34.150000000,13,61,0,156161,half,0,6,0,3,4,2663,5
3416,34.160000000,13,61,0,156161,half,0,6,4,0,0,2196,9
3417,34.170000000,13,61,0,156161,half,0,3,2,3,5,2632,18
3418,34.180000000,13,61,0,156161,half,0,0,0,0,12,2222,0
3419,34.190000000,13,61,0,156161,half,0,2,1,4,5,2592,4
3420,34.200000000,13,61,0,156161,half,0,0,16,0,1,2250,4
3421,34.210000000,13,61,0,156161,half,0,5,8,0,2,2593,11
3422,34.220000000,13,61,0,156161,half,0,0,1,5,4,2258,2
3423,34.230000000,13,61,0,156161,half,0,2,0,1,7,2603,14
3424,34.240000000,13,61,0,156161,half,0,3,1,0,1,2259,0
3425,34.250000000,13,61,0,156161,half,0,3,0,1,3,2603,16
3426,34.260000000,13,61,0,156161,half,0,0,0,1,0,2250,9
3427,34.270000000,13,61,0,156161,half,0,7,0,3,8,2603,6
3428,34.280000000,13,61,0,156161,half,0,0,1,2,0,2220,2
3429,34.290000000,13,61,0,156161,half,0,5,0,2,4,2615,15
3430,34.300000000,13,61,0,156161,half,0,0,3,0,4,2246,8
3431,34.310000000,13,61,0,156161,half,0,5,3,4,1,2617,5
3432,34.320000000,13,61,0,156161,half,0,0,0,0,7,2239,7
3433,34.330000000,13,61,0,156161,half,0,0,0,0,17,2629,2
3434,34.340000000,13,61,0,156161,half,0,12,0,0,12,2227,11
3435,34.350000000,13,61,0,156161,half,0,5,16,0,7,2596,15
3436,34.360000000,13,61,0,156161,half,0,3,10,1,0,2243,7
3437,34.370000000,13,61,0,156161,half,0,4,2,1,3,2599,7
3438,34.380000000,13,61,0,156161,half,0,0,1,4,4,2253,0
3439,34.390000000,13,61,0,156161,half,0,8,0,0,7,2587,14
3440,34.400000000,13,61,0,156161,half,0,5,1,4,4,2239,8
3441,34.410000000,13,61,0,156161,half,0,9,6,4,3,2582,8
3442,34.420000000,13,61,0,156161,half,0,0,1,2,0,2230,0
3443,34.430000000,13,61,0,156161,half,0,3,1,2,1,2587,0
3444,34.440000000,13,61,0,156161,half,0,8,0,0,0,2216,8
3445,34.450000000,13,61,0,156161,half,0,0,1,5,11,2593,0
3446,34.460000000,13,61,0,156161,half,0,0,6,0,0,2185,2
3447,34.470000000,13,61,0,156161,half,0,2,3,0,1,2632,9
3448,34.480000000,13,61,0,156161,half,0,0,1,0,4,2185,0
3449,34.490000000,13,61,0,156161,half,0,4,1,3,4,2639,17
3450,34.500000000,13,61,0,156161,half,0,2,0,2,0,2200,16
3451,34.510000000,13,61,0,156161,half,0,5,0,0,0,2574,8
3452,34.520000000,13,61,0,156161,half,0,0,2,0,1,2197,7
3453,34.530000000,13,61,0,156161,half,0,0,1,2,2,2605,3
3454,34.540000000,13,61,0,156161,half,0,0,0,1,10,2225,0
3455,34.550000000,13,61,0,156161,half,0,8,4,3,3,2580,8
3456,34.560000000,13,61,0,156161,half,0,0,0,2,0,2237,1
3457,34.570000000,13,61,0,156161,half,0,2,4,1,4,2566,8
3458,34.580000000,13,61,0,156161,half,0,0,2,0,0,2250,0
3459,34.590000000,13,61,0,156161,half,0,3,0,0,9,2567,0
3460,34.600000000,13,61,0,156161,half,0,3,12,0,0,2266,6
3461,34.610000000,13,61,0,156161,half,0,6,12,2,2,2567,14
3462,34.620000000,13,61,0,156161,half,0,0,0,0,3,2270,6
3463,34.630000000,13,61,0,156161,half,0,0,1,4,4,2549,4
3464,34.640000000,13,61,0,156161,half,0,0,0,3,16,2259,4
3465,34.650000000,13,61,0,156161,half,0,6,6,2,3,2523,7
3466,34.660000000,13,61,0,156161,half,0,3,13,0,0,2307,6
3467,34.670000000,13,61,0,156161,half,0,8,1,3,5,2507,6
3468,34.680000000,13,61,0,156161,half,0,0,2,2,2,2319,0
3469,34.690000000,13,61,0,156161,half,0,3,0,2,0,2525,3
3470,34.700000000,13,61,0,156161,half,0,4,3,2,2,2318,5
3471,34.710000000,13,61,0,156161,half,0,7,6,2,0,2546,11
3472,34.720000000,13,61,0,156161,half,0,0,0,0,4,2291,9
3473,34.730000000,13,61,0,156161,half,0,0,12,1,0,2643,0
3474,34.740000000,13,61,0,156161,half,0,0,0,1,0,2253,9
3475,34.750000000,13,61,0,156161,half,0,7,6,0,0,2591,4
3476,34.760000000,13,61,0,156161,half,0,6,12,0,0,2205,8
3477,34.770000000,13,61,0,156161,half,0,6,0,3,9,2633,10
3478,34.780000000,13,61,0,156161,half,0,0,1,1,0,2191,2
3479,34.790000000,13,61,0,156161,half,0,5,0,1,6,2623,0
3480,34.800000000,13,61,0,156161,half,0,0,12,1,0,2222,4
3481,34.810000000,13,61,0,156161,half,0,2,10,3,0,2565,5
3482,34.820000000,13,61,0,156161,half,0,0,0,4,4,2312,8
3483,34.830000000,13,61,0,156161,half,0,0,0,4,13,2533,0
3484,34.840000000,13,61,0,156161,half,0,8,0,0,16,2419,0
3485,34.850000000,13,61,0,156161,half,0,8,4,1,4,2463,8
3486,34.860000000,13,61,0,156161,half,0,2,10,2,0,2400,8
3487,34.870000000,13,61,0,156161,half,0,2,1,0,6,2426,0
3488,34.880000000,13,61,0,156161,half,0,1,0,0,4,2447,2
3489,34.890000000,13,61,0,156161,half,0,17,0,3,8,2401,6
3490,34.900000000,13,61,0,156161,half,0,9,6,0,1,2442,6
3491,34.910000000,13,61,0,156161,half,0,4,11,0,3,2387,11
3492,34.920000000,13,61,0,156161,half,0,0,1,0,5,2471,5
3493,34.930000000,13,61,0,156161,half,0,0,0,2,4,2404,7
3494,34.940000000,13,61,0,156161,half,0,2,0,2,2,2443,0
3495,34.950000000,13,61,0,156161,half,0,0,0,0,7,2391,0
3496,34.960000000,13,61,0,156161,half,0,6,3,8,3,2427,2
3497,34.970000000,13,61,0,156161,half,0,0,0,4,0,2407,2
3498,34.980000000,13,61,0,156161,half,0,6,0,0,8,2403,6
3499,34.990000000,13,61,0,156161,half,0,5,0,0,3,2382,19
3500,35.000000000,13,61,0,156161,half,0,1,0,1,7,2451,18
3501,35.010000000,13,61,0,156161,half,0,12,1,2,0,2372,8
3502,35.020000000,13,61,0,156161,half,0,2,2,0,4,2504,15
3503,35.030000000,13,61,0,156161,half,0,0,0,2,0,2345,0
3504,35.040000000,13,61,0,156161,half,0,5,0,2,12,2552,8
3505,35.050000000,13,61,0,156161,half,0,5,3,0,0,2360,10
3506,35.060000000,13,61,0,156161,half,0,8,4,0,3,2532,1
3507,35.070000000,13,61,0,156161,half,0,2,0,13,7,2363,0
3508,35.080000000,13,61,0,156161,half,0,0,3,5,0,2501,0
3509,35.090000000,13,61,0,156161,half,0,14,0,1,5,2371,3
3510,35.100000000,13,61,0,156161,half,0,5,4,0,0,2493,10
3511,35.110000000,13,61,0,156161,half,0,2,3,4,3,2396,7
3512,35.120000000,13,61,0,156161,half,0,0,0,0,4,2491,6
3513,35.130000000,13,61,0,156161,half,0,0,0,4,0,2377,0
3514,35.140000000,13,61,0,156161,half,0,0,0,2,5,2445,14
3515,35.150000000,13,61,0,156161,half,0,5,0,2,0,2367,8
3516,35.160000000,13,61,0,156161,half,0,2,14,2,2,2465,8
3517,35.170000000,13,61,0,156161,half,0,4,1,0,2,2400,7
3518,35.180000000,13,61,0,156161,half,0,0,0,2,0,2505,2
3519,35.190000000,13,61,0,156161,half,0,0,0,0,3,2262,13
3520,35.200000000,13,61,0,156161,half,0,5,2,1,3,2666,4
3521,35.210000000,13,61,0,156161,half,0,0,3,6,0,2260,0
3522,35.220000000,13,61,0,156161,half,0,4,0,2,4,2667,5
3523,35.230000000,13,61,0,156161,half,0,6,0,2,1,2223,8
3524,35.240000000,13,61,0,156161,half,0,0,1,3,3,2643,1
3525,35.250000000,13,61,0,156161,half,0,0,0,3,0,2216,1
3526,35.260000000,13,61,0,156161,half,0,0,4,0,4,2583,4
3527,35.270000000,13,61,0,156161,half,0,0,0,2,0,2303,0
3528,35.280000000,13,61,0,156161,half,0,1,0,1,6,2574,5
3529,35.290000000,13,61,0,156161,half,0,0,0,0,14,2297,0
3530,35.300000000,13,61,0,156161,half,0,0,0,2,6,2547,12
3531,35.310000000,13,61,0,156161,half,0,3,2,0,0,2323,2
3532,35.320000000,13,61,0,156161,half,0,0,0,1,9,2547,13
3533,35.330000000,13,61,0,156161,half,0,0,0,4,0,2325,4
3534,35.340000000,13,61,0,156161,half,0,13,4,0,2,2537,3
3535,35.350000000,13,61,0,156161,half,0,21,1,2,0,2297,5
